nom_suggere;categorie;detail;ville;region;courriel;telephone;site;adresse;code_postal;gps;image;resume;nom_brut_melange
Campdactiviteskinkora;Centre touristique et santé;Centre de vacances;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;executivedirector@campkinkora.com;514 543-6683;https://campdactiviteskinkora.com;265 chemin du Lac-Beauchamp;J0T2B0;46.0075798,-74.31279;https://kinkoraactivitycamp.com/wp-content/uploads/2025/09/Invitation_1080x1080px_EN.jpg;Le Camp d'activités Kinkora, situé dans les magnifiques Laurentides, est un organisme de bienfaisance qui propose des expériences enrichissantes depuis près de 100 ans. Ouvert à divers groupes, il offre des camps pour jeunes ainsi que des retraites pour adultes ayant une déficience intellectuelle. Tout au long de l'année, ses installations sont disponibles pour des événements privés et des rassemb;SKIEURS 17 - LES CHALETS ALPINS
Cabqc;Centre touristique et santé;Centre de vacances;Cleveland;Le Val-Saint-François;cabqc@yahoo.ca;819 826-5400;http://www.cabqc.ca;422 chemin du Camp;J0B2H0;45.7116265,-72.101727;https://static.wixstatic.com/media/1f33d8_7c34d8273f554a32b54ecdb91f4717af%7Emv2.png/v1/fit/w_2500,h_1330,al_c/1f33d8_7c34d8273f554a32b54ecdb91f4717af%7Emv2.png;Le Camp d'action biblique, situé à Richmond, Québec, est un camp de vacances chrétien qui accueille les jeunes depuis 1947. Alliant activités de plein air et enseignement spirituel, il offre une expérience enrichissante à chaque participant. Les campeurs peuvent s'adonner à des activités variées telles que le canot, le tir à l'arc, ou encore se rassembler autour de feux de camp et dans des tipis. ;SKIEURS 16 - LES CHALETS ALPINS
Campclaret;Centre touristique et santé;Centre de vacances;Stratford;Le Granit;carmel@campclaret.qc.ca;819 562-1435;https://campclaret.qc.ca/accueil;260 chemin Claret;G0Y1P0;45.7610431,-71.345799;https://campclaret.qc.ca/wp-content/uploads/2024/02/camp-claret-2019.png;Le Camp Claret, situé au bord du lac Elgin en Estrie, offre une expérience enrichissante et mémorable aux enfants et adolescents de 7 à 16 ans. Depuis 1964, ce camp de plein air favorise la vie d'équipe, la confiance et l'épanouissement personnel à travers une variété d'activités, qu'elles soient aquatiques ou terrestres. Les jeunes sont encadrés par une équipe expérimentée, garantissant sécurité ;SKIEURS 15 - LES CHALETS ALPINS
Campbruchesi;Centre touristique et santé;Centre de vacances;Saint-Hippolyte;La Rivière-du-Nord;info@campbruchesi.ca;450 563-3056;https://www.campbruchesi.ca;50 365e Avenue;J8A2Y6;45.9460468,-73.989423;https://www.campbruchesi.ca/wp-content/uploads/2025/09/cropped-CampBru__Logo-primaire_feu.png;Le Camp Bruchési, situé au bord du lac à l'Achigan, propose un programme de jour et de vacances pour les jeunes de 4 à 14 ans dans un environnement sécurisé et stimulant. Adapté à tous les âges et niveaux d'expérience, le camp offre une multitude d'activités, allant des jeux en plein air aux ateliers créatifs, permettant aux enfants de découvrir de nouvelles passions et de développer leurs compéte;SKIEURS 13 - LES CHALETS ALPINS
Cbbmtl;Centre touristique et santé;Centre de vacances;Lantier;Les Laurentides;jarred.coxford@cbbmtl.org;514 735-3669;https://cbbmtl.org/fr;5445 route 329;J0T1V0;46.1224605,-74.277053;https://cbbmtl.org/wp-content/uploads/2018/03/logo.png;Le Camp Bnai Brith, situé à Sainte-Agathe-des-Monts, est un camp d'été engagé depuis 1921 dans la formation de l'identité juive et l'épanouissement personnel. Son ambiance familiale favorise l'amitié et l'indépendance des campeurs à travers des activités variées. Les programmes encouragent le développement de compétences physiques, sociales et émotionnelles, tout en valorisant l'esprit d'équipe e;SKIEURS 11
Villaducarmel;Centre touristique et santé;Centre de vacances;Notre-Dame-du-Mont-Carmel;Les Chenaux;contact@villaducarmel.ca;819 376-5439;https://www.villaducarmel.ca;3981 rang des Grès;G0X3J0;46.4445044,-72.721015;https://www.villaducarmel.ca/wp-content/uploads/2011/03/logo1.png;La Villa du Carmel est un camp de vacances situé au cur de la nature, dédié aux jeunes de 6 à 17 ans. Proposant des camps d'été et d'hiver ainsi que des activités variées tout au long de l'année, cet établissement met un accent particulier sur les valeurs chrétiennes telles que lhonnêteté, lamitié et le pardon. Les jeunes peuvent s'épanouir dans un environnement chaleureux, propice à la camarad;Siboire Notre-Dame
Csjd;Centre touristique et santé;Centre de vacances;Contrecoeur;Marguerite-D'Youville;administration@csjd.qc.ca;450 743-8265;https://csjd.qc.ca;;J0L;45.8654102,-73.241282;https://csjd.qc.ca/wp-content/uploads/2024/11/logo.svg;La Colonie Sainte-Jeanne dArc, située en Montérégie, offre un cadre enchanteur pour les jeunes de 6 à 16 ans. Ce camp de vacances propose une variété d'activités éducatives et récréatives adaptées à chaque niveau scolaire, animées par des professionnels passionnés. Les élèves peuvent profiter de journées en plein air, garantissant des souvenirs mémorables. La colonie offre également des séjours d;Sentier International des Appalaches - Québec GR A1 (SIA-QC)
Villelajoie;Centre touristique et santé;Centre de vacances;Sainte-Victoire-de-Sorel;Pierre-De Saurel;info@villelajoie.com;450 782-2145;https://www.villelajoie.com;150 rang Rhimbault;J0G1T0;45.9876868,-73.093235;;La Base de plein air Ville La Joie, située à Sainte-Victoire-de-Sorel, s'étend sur un terrain enchanteur de plus de 50 acres. Ce lieu chaleureux, parfait pour les groupes jusqu'à 40 personnes, offre un hébergement tout confort avec commodités telles que douches, réfrigérateurs et équipements de cuisine. Vous pourrez profiter d'activités de plein air variées, dans un cadre naturel apaisant et convi;Sentier des Caps de Charlevoix | Piste / sentier | Saint-Tite-des-Caps | Bonjour Québec
Eredelestuaire;Centre touristique et santé;Centre de vacances;La Malbaie;Charlevoix-Est;eredelestuaire@gmail.com;450 228-4863;https://www.eredelestuaire.com;18 rue Alain-Mailloux;G5A2E7;47.7575395,-69.954832;http://eredelestuaire.com/resources/457067176_10168811130315316_1210379397285936490_n.jpg;L'Ere de l'Estuaire, nichée au cur de la Réserve mondiale de la biosphère à Port-au-Saumon, Charlevoix, est un havre de paix dédié à l'écologie, aux sciences de la nature et aux activités en plein air. Ce site riche en biodiversité propose une multitude d'expériences, telles que l'observation de la faune, le kayak de mer, des excursions aux dunes de Tadoussac, et des activités artistiques. Que ce;Satay Brothers: Montreals Best Asian Restaurant in St Henri
Ospanordique;Centre touristique et santé;Centre de santé, spa;Sorel-Tracy;Pierre-De Saurel;info@ospanordique.com;450 742-5691;https://www.ospanordique.com;165, ch. Ste-Anne;J3P6J7;46.049354,-73.089374;https://www.ospanordique.com/wp-content/uploads/2025/11/Sans-titre-500-x-174-px-2.png;Découvrez un lieu enchanteur au cur du Québec, où la nature rencontre le confort. Ce site offre une expérience immersive dans un cadre paisible, idéal pour les amoureux de la biodiversité et les passionnés dactivités de plein air. Profitez de randonnées, d'observation de la faune, ou détendez-vous au bord d'un lac scintillant. L'atmosphère chaleureuse et conviviale vous invite à savourer chaque ;Restaurant La Quintessence
Parksideranch;Centre touristique et santé;Centre de vacances;Orford;Memphrémagog;info@parksideranch.com;819 868-0431;https://parksideranch.com;1505 chemin Alfred-DesRochers;J1X6J4;45.3306391,-72.160654;https://parksideranch.com/wp-content/uploads/2022/05/logo-Parkside-web.png;Découvrez un camp d'été inoubliable pour les jeunes de 5 à 16 ans, situé dans un cadre naturel exceptionnel. Ce camp propose des séjours en pleine nature, favorisant l'apprentissage, la camaraderie et le plaisir. Les enfants auront l'opportunité de participer à diverses activités adaptées à leur tranche d'âge, notamment des jeux en plein air, des ateliers créatifs et des moments de convivialité. A;RestOBord Le Pirate
Studio 157;Centre touristique et santé;Centre de santé, spa;Gatineau;Gatineau;info@studio157.com;819 663-8387;http://www.studio157.com;348, rue Main;J8P5K3;45.490309,-75.651617;https://www.studio157.com/wp-content/uploads/2023/10/Screenshot-2023-10-12-at-1.38.59-PM-1024x601.png;Découvrez le Studio 157, un havre de bien-être situé à Gatineau et à Hull, qui se distingue par son professionnalisme et l'usage de produits de qualité. Depuis 1980, cet établissement offre une atmosphère charmante et relaxante, idéale pour une pause bien méritée. Avec sept forfaits personnalisés, le Studio 157 vous invite à vous ressourcer et à redécouvrir votre moi intérieur. Les normes rigoureu;Pub du Lac| ENTREPRISE | GoExploria
Infinima;Centre touristique et santé;Centre de santé, spa;Québec;Québec;info@infinima.ca;418 651-0001;http://www.infinima.com;2972, ch. Ste-Foy;G1X 1P6;46.776711,-71.308561;https://6c349592.delivery.rocketcdn.me/wp-content/uploads/2024/07/Opengraph.png;Découvrez le spa Infinima, un havre de paix situé au cur de la nature. Ce lieu unique offre une atmosphère apaisante, idéale pour se ressourcer et se détendre. Profitez de soins personnalisés, de bains thermaux et de différentes activités bien-être dans un cadre enchanteur. Chaque visite vous permet de vous évader du quotidien et de vivre une expérience revitalisante. Que vous soyez en quête de r;Pub Chelsea
Spafranklin;Centre touristique et santé;Centre de santé, spa;Franklin;Le Haut-Saint-Laurent;info@spafranklin.com;450 827-8555;http://www.spafranklin.com;1223, route 202;J0S1E0;45.025222,-73.950418;http://www.spafranklin.com/sites/default/files/images/SpaFranklin2022-55.jpg;Découvrez le Spa Franklin, un havre de paix situé au cur du Québec, où détente et nature se rencontrent. Plongez dans une atmosphère sereine, bercée par le doux bruit d'une cascade d'eau. Offrez-vous une expérience de ressourcement unique grâce à notre cycle thermal de chaleur, froid et repos. Laissez-vous choyer par notre équipe de massothérapeutes certifiés, qui vous proposent des techniques va;Pub au cochon fumé
Explosnature;Centre touristique et santé;Centre de vacances;Les Bergeronnes;La Haute-Côte-Nord;explos@explosnature.ca;418 232-6249;https://www.explosnature.ca;302 rue de la Rivière;G0T1G0;48.2448496,-69.54678;https://avada.theme-fusion.com/classic/wp-content/uploads/sites/54/2017/04/avada_classic_logo.png;Découvrez le monde fascinant d'Explos-Nature, situé aux Bergeronnes sur la Côte-Nord, au cur du pays des baleines. Cet organisme à but non lucratif offre des expériences éducatives uniques sur l'écosystème marin du Saint-Laurent. Participez à des classes bleues pour les groupes scolaires ainsi qu'à des camps de vacances pour toute la famille, guidés par des naturalistes passionnés. Explorez la di;POURVOIRIE DU LAC FAILLON
Koenaspa;Centre touristique et santé;Centre de santé, spa;Gatineau;Gatineau;info@koenaspa.com;819 525-7545;http://www.koenaspa.com;1172, ch. d'Aylmer;J9H 7L3;45.40952,-75.777568;https://koenaspa.com/wp-content/uploads/2024/10/Koena_Header-01.jpg;Découvrez le K?ena Spa, un havre de paix situé à Gatineau, Québec. Cet espace de bien-être propose une évasion thermale unique avec ses bains tempérés, sa salle de sel himalayen et ses saunas. Profitez d'une atmosphère sereine où le doux bruit d'une chute d'eau et les bienfaits des murs de sel favorisent relaxation et purification. Nos soins, incluant des massages personnalisés et des traitements ;POURVOIRIE DOMAINE DES QUINZE
Thalassa;Centre touristique et santé;Centre de santé, spa;Jonquière;Saguenay;hammam@thalassa.ca;418 548-2727;http://www.thalassa.ca;160-2655, boul. du Royaume;G7S 4S9;48.405065,-71.168512;https://static.wixstatic.com/media/46300a_47b82498132345fc9025ca8db7b76083~mv2.png/v1/fill/w_300,h_149,al_c,q_85,enc_avif,quality_auto/Hamman_logo-300x149.png;Découvrez le Hammam Thalassa, un spa urbain oriental situé à Jonquière, dans la ville de Saguenay. Ce premier hammam du Québec vous invite à vous ressourcer grâce à une expérience de détente unique, mêlant vapeur d'eucalyptus et authenticité orientale. Avec 17 salles de soins, une gamme variée de massages et des traitements esthétiques de haute qualité, le Hammam Thalassa répond à tous vos besoins;POURVOIRIE DES TROIS LACS 2008
Omshamwe;Centre touristique et santé;Centre de vacances;La Patrie;Le Haut-Saint-François;info@omshamwe.com;514 813-5504;https://omshamwe.com;44 chemin du Petit-Canada Est;J0B1Y0;45.37232,-71.166911;https://omshamwe.com/public/assets/medias/frontend/og_omshamwe.png;Découvrez le Domaine intuitif OM SHAMWE, un sanctuaire de ressourcement situé au cur de la Réserve internationale de ciel étoilé du Mont-Mégantic, en Estrie. Ce lieu unique vous invite à vivre une transformation intérieure en vous reconnectant à votre essence. Profitez d'une ambiance apaisante propice à la méditation, entourée de la nature vibrante. Rencontrez le majestueux Grand Pin, gardien de ;POURVOIRIE CHEVREUIL BLANC
Centrelerituel;Centre touristique et santé;Centre de santé, spa;Saint-Côme;Matawinie;info@centrelerituel.com;450 883-0335;http://www.centrelerituel.com;1421, rue Principale;J0K 2B0;46.272186,-73.771223;https://centrelerituel.com/wp-content/uploads/2021/02/logo-rituel-blanc.png;Découvrez le Centre de Santé Le Rituel, un havre de paix où chaque massage devient un véritable rituel de bien-être. Situé dans une atmosphère apaisante, cet établissement propose une palette de soins adaptés à vos besoins. Que ce soit pour vous détendre ou revitaliser votre corps, les praticiens expérimentés vous guideront vers une expérience unique. Profitez d'un cadre relaxant et harmonieux où ;Plage du Lac Wallace
Santelasource;Centre touristique et santé;Centre de santé, spa;Québec;Québec;info@santelasource.com;418 872-3020;https://santelasource.com;7175, boul. Wilfrid-Hamel;G2G 1B6;46.784447,-71.361634;https://img1.wsimg.com/isteam/ip/9a6f5471-45c7-41ee-b160-0c6fc6e9c597/4db60169733445ca2aaa8e7ceeb6be0f.jpg;Découvrez le Centre de Santé La Source, situé à l'intérieur des Hôtels Jaro, l'Hôtel Québec INN et l'Hôtel Plaza Québec. Ce lieu unique, empreint d'une atmosphère apaisante, vous invite à un voyage de bien-être où corps et esprit s'unissent. Avec une gamme de soins personnalisés réalisés par des professionnels expérimentés, vous pourrez profiter de massages variés, d'orthothérapie, de balnéothérap;Plage du lac Saguay
Campbrochet;Centre touristique et santé;Centre de vacances;Saint-David-de-Falardeau;Le Fjord-du-Saguenay;camp.brochet@outlook.com;418 718-2802;https://www.campbrochet.com;70 4e chemin du Lac-Brochet;G0V1C0;48.6742228,-71.195646;https://campbrochet.com/wp-content/uploads/2025/04/cropped-cropped-cropped-1736899480862-1a83cde4-0551-46b5-8f2d-a67029c1a990_1.jpg;Découvrez le Camp Brochet, un lieu enchanteur pour campeurs de tous âges situé depuis 50 ans dans un environnement sécuritaire. Chaque semaine, notre équipe dévouée propose des programmes enrichissants, favorisant le divertissement et les amitiés. Les campeurs découvrent également des valeurs spirituelles à travers des histoires, des chants et des témoignages, sans promotion d'une religion spécifi;PENTHOUSE - STATIONNEMENT INTÉRIEUR GRATUIT - CENTRE-VILLE
